Instance,nvar,,LS-DivSAT,,,,DiversekSet,,,,DiverSAT,,
hardware/cnf_cbpmas_prop_34_24100_2.cnf_7.56000000.sat,83908,,97292139,3584.9,0.234244382,,92576854.6,800.6,0.222891677,,93447582.5,3479.9,0.224988076
hardware/cnf_cbpmas_prop_35_24416_2.cnf_9.77000000.sat,83909,,97346733.1,3480.8,0.234373031,,91925610.1,899,0.221321078,,93113536,3522.8,0.224181141
hardware/cnf_cbpmas_prop_36_25058_2.cnf_9.75000000.sat,83909,,97373598.1,3598.9,0.234437712,,91925610.1,895.4,0.221321078,,93094676.2,3524.1,0.224135734
hardware/cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat,29375,,36973999.2,3470,0.254280674,,35797344.9,177.1,0.246188488,,36357867.9,3477,0.250043364
hardware/cnf_cbpmas_prop_3_13448_2.cnf_10.10000000.sat,83909,,96655789.5,3593.2,0.232709508,,91601936.4,994.4,0.220541798,,92517959.5,3500,0.222747225
hardware/cnf_cbpmas_prop_4_13712_2.cnf_10.78000000.sat,83909,,96663742.9,3522.5,0.232728657,,91601936.4,729.9,0.220541798,,92591091.1,3436.4,0.222923297
hardware/cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat,83908,,98378089.8,3572.8,0.23685896,,93397081.8,1079.1,0.224866489,,94329059.2,3519.5,0.227110354
hardware/cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat,83908,,98360244.4,3403.8,0.236815994,,93397081.8,790.9,0.224866489,,94326430.9,3464.9,0.227104026
hardware/cnf_cbpmas_prop_7_14730_2.cnf_8.08000000.sat,83908,,98316874,3404.7,0.236711574,,93618670.2,719.5,0.225399994,,94379678,3443.6,0.227232226
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,83908,,98331816.6,3593.2,0.23674755,,93618670.2,950.2,0.225399994,,94332833.5,3527.2,0.227119441
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,83908,,98187589,3585.3,0.236400302,,93488988.1,988,0.225087766,,94319068.6,3484,0.2270863
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,425390,,280129556.8,3589.8,0.133035167,,238633537,1192.3,0.113328464,,244677626.3,3318.4,0.116198838
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,425390,,300928446.3,3591.4,0.142912681,,265647556.2,1221.1,0.12615758,,270566340.6,3335.1,0.12849354
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,425390,,314709210.5,3587.1,0.149457247,,286846574.5,1398.7,0.136225118,,291096001.6,3380.7,0.138243196
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,425390,,302426245.8,3595.2,0.143623995,,287909680.5,1356.5,0.136729993,,291515251.2,3391,0.1384423
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,910868,,573494895.8,3596.1,0.12719467,,497726037.3,2065.3,0.110389996,,497726037.3,2065.3,0.110389996
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,749042,,474285742.2,3583.9,0.127917128,,413918065.2,2375.2,0.111635678,,413920900.8,2486.3,0.111636442
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,360071,,264454419.5,3589.3,0.148373891,,252621343.3,1340.4,0.141734866,,255976518,3292.1,0.143617308
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,517235,,375465407,3589.1,0.14664823,,352517886.7,1933.2,0.137685452,,354726658.7,3465.7,0.138548148
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,674399,,486161766.5,3583.4,0.145632627,,433532997.6,1981.3,0.129867369,,433742471.4,2143.1,0.129930118
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,782173,,392058636,3561.6,0.101261185,,361264379.9,2900.8,0.093307622,,361264379.9,2900.8,0.093307622
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,444773,,327307224.2,3588.7,0.14866611,,305116499.1,1296,0.138586867,,307665299.1,3443.6,0.139744557
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,367652,,214186551.7,3593.7,0.117692847,,171017187.3,2559,0.093971818,,171552897.5,3121.9,0.094266184
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,443796,,318488784.5,3585.7,0.144979154,,293627435.9,2392.6,0.133662029,,294073186.6,2804.7,0.133864939
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,542022,,356351917.8,3590.5,0.132818016,,307947739.6,2413.3,0.11477701,,308016997,3075.8,0.114802823
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,749042,,505941756,3568.9,0.136454906,,433556463.6,1240.5,0.116932247,,433556463.6,1240.5,0.116932247
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,587216,,375066742.5,3597.1,0.129034391,,326481215,1910.9,0.112319489,,332405392.5,3486.6,0.114357587
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,587216,,405375278.8,3574,0.139461452,,353131685.8,1459.9,0.121488063,,362172743.9,3560.6,0.124598463
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,587216,,423412227.2,3573.9,0.145666712,,382051395.7,1809.1,0.131437325,,388494171.2,3571.5,0.133653836
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,165467,,165933093.7,3598.6,0.20258926,,124643316.2,1298.9,0.152178186,,127547551.3,2692.8,0.155723994
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,165507,,164323148.9,3598.4,0.200575177,,128968378.3,1396,0.15742064,,130859294.1,2784.7,0.159728719
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,3665,,7901487.5,3511.3,0.435541637,,7830195.4,2.5,0.431611912,,4634736.3,2509.8,0.255473496
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,3665,,7902230.6,3437,0.435582598,,7830195.4,2.4,0.431611912,,4634765.4,2394.3,0.2554751
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,165467,,166467741.6,3597.3,0.203242017,,128785106.9,1565.3,0.157234937,,130852997.8,2768.2,0.159759644
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,254669,,209892486.9,3594.5,0.166500527,,146129138.8,1586.2,0.115919245,,148295302.7,2353.1,0.117637588
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,165507,,164534036.6,3597.9,0.200832589,,127624168.7,1275,0.155779878,,130420225.2,2807.2,0.159192785
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,224753,,200164778.6,3593.1,0.179918973,,146936375.8,1648.7,0.132074394,,147731316.5,2417.5,0.13278893
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,165582,,168492869.4,3598,0.205571641,,129774510.3,1459.6,0.158332867,,132538116.9,2800.5,0.161704637
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,3665,,7899677.2,3205,0.435441851,,7830471.6,2.2,0.431627136,,4634509,2393.7,0.255460967
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,3665,,7899798,3096,0.43544851,,7830471.6,2.6,0.431627136,,4634454.7,2316.2,0.255457974
Average,,,168911314.4 ,3540.1 ,0.223674827,,150846959.3 ,1085.8 ,0.208269638,,152089395.0 ,3189.4 ,0.19945901
,,,,,,,,,,,,,
software/XSEngine,1260,,2962909.8,2729,0.47505368,,2690140.1,<1,0.431319561,,2817294.5,3530.1,0.45170667
software/aaed2000,1284,,3000771.1,2760.2,0.47213114,,2727860.5,<1,0.429192313,,2850010,3539.5,0.4484109
software/adder,1272,,3002560.4,2232.7,0.476869386,,2738537.7,<1,0.434937059,,2868848,3566.5,0.45563306
software/adderII,1276,,3012301,2428.2,0.476916659,,2764613.2,<1,0.437701973,,2881368.5,3509.2,0.456187027
software/aeb,1213,,2816214.2,2419,0.469028987,,2540199.2,<1,0.423059815,,2679576.4,3502.4,0.446272519
software/aim711,1264,,2963592.7,2453.9,0.47365949,,2691996.4,<1,0.430251311,,2825581.2,3533.2,0.451601649
software/aki3068net,1207,,2835394.4,2652.6,0.474570795,,2589845.7,<1,0.433472371,,2709457.8,3293.9,0.453492305
software/am31_sim,1165,,2724983.8,2451.5,0.472533715,,2492863.7,<1,0.432282256,,2617309.5,3493.5,0.453862141
software/asb,1231,,2875431.8,2278.4,0.471888963,,2635904.9,<1,0.432580049,,2753497.1,3521,0.451878181
software/asb2305,1242,,2880276.7,2502.9,0.46849765,,2634900.6,<1,0.428585468,,2763686.3,3286.5,0.449533385
software/assabet,1266,,2914727.7,2377.3,0.465113648,,2619092.2,<1,0.417938022,,2763216.8,3542,0.440936506
software/at91sam7sek,1296,,2963807.8,2786.1,0.461997724,,2692122.7,<1,0.419647509,,2832479.8,3483.6,0.441526344
software/at91sam7xek,1319,,3044217.1,2516.4,0.466257281,,2754824.1,<1,0.421933375,,2905739.2,3569.2,0.445047779
software/atlas_mips32_4kc,1216,,2854848.1,2841,0.474290288,,2617283.6,<1,0.434822501,,2726289.2,3489.3,0.45293215
software/atlas_mips64_5kc,1209,,2837445.3,2804.7,0.474128431,,2578428.8,<1,0.430847566,,2706370.6,3380.8,0.452226249
software/axtls,94,,204297.7,1349.3,0.439066624,,198119.1,<1,0.425787879,,204191.5,3192.3,0.438838384
software/brutus,1221,,2835848.4,2919.8,0.469204477,,2580411.5,<1,0.426941239,,2710685.8,3520.3,0.448495735
software/buildroot,565,,1390292.1,2680.4,0.497109895,,1373933.8,<1,0.491260856,,1389557.9,2018.5,0.496847376
software/busybox_1_28_0,998,,2443417.2,3338.4,0.494608854,,2428491.8,<1,0.491587579,,2436068,2845.7,0.493121192
software/calm16_ceb,1173,,2738031.2,2864.4,0.47155807,,2510352,<1,0.432345966,,2627860.2,3530.6,0.452583844
software/calm32_ceb,1173,,2737961.2,2758.5,0.471546014,,2486395.2,<1,0.428220001,,2625712.1,3568.9,0.452213887
software/ceb_v850,1189,,2787018,2874.8,0.473535693,,2552576.5,<1,0.433702288,,2669481.8,3285.2,0.453565393
software/cerf,1276,,2971782.7,2955.7,0.470501678,,2683753.6,<1,0.424900035,,2823443.6,3314,0.447016181
software/cerfpda,1291,,3009502.2,2939.9,0.470937446,,2717435.2,<1,0.425233779,,2862545.8,3468.6,0.447941193
software/cma230,1212,,2820920.6,2574.5,0.470200453,,2562777.1,<1,0.427172234,,2695524.5,3343.9,0.449299013
software/cma28x,1204,,2819612.4,2273.3,0.473105205,,2570303,<1,0.431273365,,2703326.8,3489.8,0.453593543
software/cme555,1266,,2970194.2,2660.4,0.473964638,,2718418.8,<1,0.433787927,,2855426.2,3560.6,0.455650693
software/cq7708,1238,,2867100.8,3225.4,0.467861295,,2646083.8,<1,0.43179514,,2723492,3513.5,0.444426821
software/cq7750,1267,,2917568.6,2626.3,0.465199525,,2656297.4,<1,0.42354044,,2793727.1,3547.2,0.445453286
software/csb281,1233,,2926242.6,2660.5,0.479448598,,2664811.7,<1,0.436614597,,2802281,3455.8,0.459138178
software/dreamcast,1252,,2907766.6,2468.3,0.469191371,,2664941.5,<1,0.430009601,,2784117.7,3523.2,0.449239633
software/e7t,1266,,2970209,2653,0.473967,,2679765.8,<1,0.427619928,,2833876.4,3488.8,0.452211914
software/ea2468,1395,,3085012.1,2899.1,0.446763274,,2813389.1,<1,0.407427552,,2924215.4,3277.5,0.423477122
software/eb40,1240,,2880315.8,2764.1,0.469259661,,2599101.5,<1,0.423444363,,2755540.3,3434.5,0.448931297
software/eb40a,1241,,2882878.7,2972.2,0.469298741,,2619694.7,<1,0.426455481,,2756873,3371.2,0.448786495
software/eb42,1234,,2868564.8,2778.8,0.469617537,,2596619.8,<1,0.425096966,,2733392.9,3545.9,0.447488319
software/eb55,1270,,2937598.6,2324.1,0.467286821,,2681164,<1,0.426495506,,2808044.9,3535.6,0.446678581
software/ebsa285,1245,,2946375.8,2622,0.478094325,,2663910.5,<1,0.43226003,,2802438.5,3448.8,0.454738307
software/ec555,1267,,2972800,2619.7,0.474006043,,2708250.5,<1,0.431824241,,2845221,3522.5,0.453663868
software/ecos-icse11,1244,,2932825,2800.9,0.476278054,,2700130.2,<1,0.438489428,,2814595.2,3281,0.457078047
software/edb7xxx,1246,,2905322.1,3129.3,0.47105438,,2617949.9,<1,0.42446129,,2768016.5,3530.3,0.448792338
software/edosk2674,1194,,2806598.6,2750.6,0.474865675,,2588010.1,<1,0.437881343,,2691373.5,3481.5,0.455370032
software/embtoolkit,2128,,4251608,3408.8,0.403623453,,4032903.6,<1,0.382860902,,4195380.7,3298.2,0.398285553
software/excalibur_arm9,1233,,2856240.9,2964.4,0.467979208,,2586849.2,<1,0.423840874,,2708359.8,3404,0.443749711
software/fads,1187,,2777608.6,2772.5,0.47273214,,2536451.8,<1,0.431688715,,2664164.3,3528.6,0.453424608
software/financial,771,,413958,2953.7,0.108466769,,350606.2,<1,0.091867102,,410279.7,3453.4,0.107502967
software/flexanet,1265,,2968081.3,3002.9,0.474001884,,2688144.8,<1,0.429296091,,2830946.8,3504.7,0.452101537
software/freebsd-icse11,1396,,3295553.3,3280.4,0.476911421,,3175373.8,<1,0.459519811,,3208912.3,3431.1,0.464373289
software/frv400,1238,,2919081,2289.9,0.476343565,,2694915.2,<1,0.439763581,,2781570.8,3525.1,0.453904277
software/gps4020,1213,,2816940.6,2475.9,0.469149966,,2562431.2,<1,0.426762464,,2691996.9,3268.7,0.448341103
software/grg,1241,,2905528.4,2310.9,0.472985846,,2644604.5,<1,0.430510504,,2768714.1,3531.2,0.450714087
software/h8300h_sim,1182,,2750102.9,2559.5,0.470030747,,2520521.9,<1,0.430792169,,2635480.7,3353.7,0.450440223
software/h8max,1202,,2822838.1,2973.2,0.474434545,,2574722.2,<1,0.432733693,,2704205.8,3555.1,0.454496008
software/h8s_sim,1183,,2752429.8,2606.9,0.47003079,,2524086,<1,0.431036656,,2640598.5,3301.3,0.450933426
software/hs7729pci,1298,,3028594.7,2841.9,0.471369271,,2774692,<1,0.431851956,,2869480.5,3446.2,0.4466048
software/innovator,1256,,2940450.7,2657.5,0.472954176,,2662337.5,<1,0.428221305,,2779532.8,3510.9,0.447071479
software/integrator_arm7,1259,,2950299.3,2407.8,0.473407514,,2691430.2,<1,0.43186916,,2821831.6,3431.1,0.452793479
software/integrator_arm9,1267,,2959430.8,2708.4,0.471874355,,2671033,<1,0.425889997,,2776526.4,3400.7,0.442710674
software/ipaq,1258,,2892635,2661.4,0.464523615,,2620620.2,<1,0.420841194,,2764200.2,3537.3,0.443898476
software/iq80310,1258,,2952840,2221.8,0.474191839,,2682484.2,<1,0.430775835,,2820006.5,3544.3,0.45286032
software/iq80321,1256,,2947953.9,2615,0.474161021,,2670768.8,<1,0.42957743,,2808207.6,3507.4,0.451683652
software/ixdp425,1247,,2919085.6,2693.2,0.472906385,,2645305.5,<1,0.428552648,,2780864.1,3520.7,0.450513815
software/jmr3904,1199,,2795438.8,2735.9,0.471005097,,2551387.3,<1,0.429884719,,2682087.2,3500.5,0.45190642
software/jtst,1241,,2882849.6,3043.5,0.469294004,,2615326.3,<1,0.425744357,,2752571.5,3490.6,0.448086261
software/linux,1232,,2835536.1,2918.5,0.464963941,,2571274.1,<1,0.421630936,,2709220.8,3257.5,0.444251082
software/lpcmt,1249,,2905675.8,2882,0.469980154,,2644784.5,<1,0.427782145,,2771745.2,3454,0.448317474
software/m5272c3,1323,,3103884.3,2713.4,0.47395868,,2826463.7,<1,0.431596952,,2951865.1,3269.2,0.450745566
software/mac7100evb,1234,,2871399.8,2597.9,0.470081659,,2626594.3,<1,0.430004142,,2755688.5,3416.1,0.451138369
software/mace1,1234,,2871682,2672.6,0.470127859,,2611594.5,<1,0.4275485,,2745298.8,3521.8,0.449437454
software/malta_mips32_4kc,1232,,2894979.7,2545.6,0.474711351,,2648809.2,<1,0.434344943,,2767811.7,3563.1,0.453858668
software/malta_mips64_5kc,1232,,2894955,2522.4,0.4747073,,2632774.2,<1,0.431715565,,2752731.6,3418.4,0.451385872
software/mb93091,1250,,2938238.7,2830.6,0.474866861,,2681327.3,<1,0.433345826,,2769327.8,3504.3,0.447568129
software/mb93093,1230,,2899050.8,2730.5,0.476151893,,2657177.4,<1,0.436425622,,2753590.8,3455.8,0.452260951
software/mbx,1295,,3063860.6,2628.9,0.477962732,,2777416.1,<1,0.433277345,,2921485.1,3450,0.455752131
software/mcb2100,1249,,2905487.2,2869.2,0.469949649,,2655910.2,<1,0.429581677,,2782478.6,3293.2,0.450053554
software/moab,1277,,3010426.1,2604.3,0.476246585,,2739169.3,<1,0.433334014,,2869816.9,3284.1,0.454002341
software/mpc50,1213,,2818777.4,2601.7,0.469455878,,2557621.4,<1,0.425961411,,2694093,3531.6,0.4486902
software/nano,1265,,2986671.4,2944.6,0.476970719,,2683515,<1,0.428556713,,2834044.9,3504.5,0.452596303
software/npwr,1258,,2950901.1,3042.3,0.473880474,,2679420.5,<1,0.43028384,,2805033.7,3249.5,0.450455862
software/ocelot,1266,,2964162.2,2578,0.47300209,,2701651.5,<1,0.431112308,,2806329.9,3389.3,0.447816219
software/olpce2294,1274,,2991220.7,2619.7,0.474322614,,2685537.8,<1,0.425849991,,2830956.9,3509.7,0.448909329
software/olpch2294,1261,,2934130.9,2710.1,0.47006639,,2646257.3,<1,0.423947212,,2798657.4,3265.2,0.448362675
software/olpcl2294,1273,,2988899.6,3143,0.474326866,,2703151.9,<1,0.428979806,,2842704.7,3470.6,0.451126298
software/p2106,1249,,2905602.2,2867.6,0.469968249,,2643838.8,<1,0.427629182,,2780354.1,3536,0.449709926
software/pati,1248,,2925161.4,3155,0.473510975,,2685099.4,<1,0.4346509,,2809383.2,3439.2,0.45476936
software/pc_i82544,1259,,2962667.3,2534.8,0.475392094,,2695838.5,<1,0.43257652,,2829323.4,3284,0.453995619
software/pc_i82559,1259,,2962650.8,2484.3,0.475389446,,2706938.8,<1,0.434357683,,2830996.4,3452.5,0.45426407
software/pc_rltk8139,1257,,2981757,2906.1,0.479216509,,2710753.8,<1,0.435661918,,2835648.8,3330,0.455734561
software/pc_usb_d12,1281,,2990605.1,2891.1,0.471633604,,2730211.2,<1,0.430568164,,2852646.5,3532.5,0.449876832
software/pc_vmWare,1255,,2952292.9,2790.6,0.475237297,,2693635.5,<1,0.433600628,,2822571.4,3349,0.454355733
software/phycore,1274,,2965207.6,2835.1,0.470197675,,2705804.8,<1,0.429063762,,2835458.2,3449.4,0.449623107
software/phycore229x,1360,,3089695.2,2392.1,0.458956506,,2784215.1,<1,0.413579189,,2916664.9,3471.7,0.433253847
software/picasso,1248,,2902303.1,2607.8,0.469810784,,2661683.3,<1,0.430860415,,2777075.1,3475.5,0.449539481
software/pid,1229,,2853530.2,2806.6,0.469056751,,2607063.5,<1,0.42854312,,2730219.6,3515.2,0.448787238
software/prpmc1100,1223,,2840676.7,2676.1,0.469234735,,2580874.5,<1,0.426319532,,2724677.2,3486.3,0.450073457
software/psim,1181,,2765123.4,2550.3,0.472998127,,2535052.5,<1,0.433642522,,2653033.4,3511.1,0.453824169
software/rattler,1311,,3132010,2495.1,0.48263104,,2871062.2,<1,0.442419959,,2991981.3,3500.9,0.46105314
software/ref4955,1218,,2841642.9,3016.8,0.471321242,,2618221.7,<1,0.434264102,,2720223.1,3537.6,0.451182283
software/refidt334,1263,,3001931.2,2617.8,0.480166863,,2714658.2,<1,0.434216784,,2864432.1,3408.9,0.458173517
software/sa1100mm,1222,,2840813.6,2411.2,0.469641356,,2608285.8,<1,0.43120002,,2726636.2,3341.1,0.450765627
software/sam7ex256,1332,,3044580.6,3087.2,0.461761853,,2757666.2,<1,0.418246459,,2894485.5,3463.5,0.438997406
software/se7751,1295,,3009408.2,3092.5,0.469468149,,2753011.2,<1,0.429470177,,2874062.7,3502,0.44835423
software/sh4_202_md,1258,,2942775.3,2498.1,0.472575565,,2674755.6,<1,0.429534711,,2800712.5,3394.4,0.449761928
software/sh7708,1253,,2892784.8,2841.3,0.466401412,,2622502.7,<1,0.422824043,,2745783.5,3503,0.442700509
software/skmb91302,1217,,2850469.8,2369.5,0.473173776,,2588329.4,<1,0.429658856,,2728010.1,3550.3,0.452845646
software/sleb,1188,,2784806.1,2431.2,0.473558157,,2555462.6,<1,0.43455814,,2676861.1,3534.7,0.455202037
software/smdk2410,1265,,2936225.1,2589.4,0.468914457,,2677920.2,<1,0.427663225,,2796890.6,3513.9,0.44666277
software/snds,1218,,2842855.7,2627.8,0.4715224,,2584157.9,<1,0.428614204,,2714983.9,3528.8,0.450313297
software/sparc_erc32,1168,,2735179.2,2450.2,0.473083437,,2516000.5,<1,0.435173741,,2623373.5,3367,0.453745244
software/sparc_leon,1168,,2735053.3,2290.3,0.473061661,,2508927.2,<1,0.433950325,,2626635.2,3541.8,0.454309395
software/sparclite_sim,1168,,2734997.2,2488.3,0.473051958,,2509114.5,<1,0.433982721,,2627037.8,3368.7,0.45437903
software/stb,1252,,2929412.2,2417.8,0.472684061,,2659456.6,<1,0.429124568,,2804805.1,3422.8,0.45257771
software/stdeval1,1190,,2782096.1,2676.9,0.472302198,,2549314.9,<1,0.432784127,,2665796.2,3522.1,0.45255856
software/stm3210e_eval,1269,,2975113.7,2292,0.473627321,,2723083.1,<1,0.433504963,,2852170.5,3502.7,0.454055209
software/toybox,544,,437475.6,1490.8,0.16246123,,437377.5,<1,0.162424799,,437447.2,1462.7,0.162450683
software/ts1000,1297,,3073968.6,2841,0.478800121,,2813733,<1,0.438265928,,2944707.6,3349.9,0.45866648
software/ts6,1240,,2935511.7,2489.4,0.478252151,,2673703.9,<1,0.43559855,,2806112.1,3559.2,0.45717043
software/tx39_sim,1179,,2747567.3,2083,0.470792282,,2524590.8,<1,0.432585533,,2639982.8,3325,0.452357811
software/uClinux,11254,,1515000,<1,0.027195718,,1515000,<1,0.027195718,,1515000,<1,0.027195718
software/uClinux-config,1850,,13002980.3,2501.8,1.419926869,,12511840.6,14.3,1.36629436,,12593411.2,1672.7,1.375201878
software/uE250,1249,,2904991,2440.1,0.46986939,,2633241.2,<1,0.425915067,,2768921.5,3407.6,0.447860753
software/vads,1240,,2935512.7,2485.1,0.478252313,,2663085.9,<1,0.433868671,,2806061.8,3517.9,0.457162235
software/viper,1301,,3077529.7,2924.6,0.477880993,,2803288.5,<1,0.435296625,,2939102.6,3516.6,0.456385935
software/vrc4373,1247,,2910308.2,2696.5,0.471484403,,2666169.5,<1,0.431932719,,2791081.7,3368.4,0.452169117
software/vrc4375,1258,,2964573.4,2731.7,0.476076087,,2694813.8,<1,0.432755825,,2829961.5,3555.1,0.454458978
Average,,,2915759.0 ,2668.8 ,0.470232974,,2667431.5 ,14.3 ,0.43014191,,2788842.2 ,3405.3 ,0.449884297
