Instance,,LS-DivSAT,,,DiverSAT,
software/malta_mips32_4kc,,2894979.7,2545.6,,2767811.7,3563.1
software/malta_mips64_5kc,,2894949.9,2502.7,,2752731.6,3418.4
software/mb93091,,2938206.7,2818.7,,2769327.8,3504.3
software/mb93093,,2899050.8,2730.5,,2753590.8,3455.8
software/mbx,,3063843.1,2422.3,,2921485.1,3450.0
software/mcb2100,,2905431.9,2348.8,,2782478.6,3293.2
software/moab,,3010401.2,2377.4,,2869816.9,3284.1
software/mpc50,,2818777.4,2601.7,,2694093.0,3531.6
software/nano,,2986659.1,2767.1,,2834044.9,3504.5
software/npwr,,2950813.3,2743.3,,2805033.7,3249.5
software/ocelot,,2964146.0,2377.6,,2806329.9,3389.3
software/olpce2294,,2991220.7,2619.7,,2830956.9,3509.7
software/olpch2294,,2934083.8,2549.7,,2798657.4,3265.2
software/olpcl2294,,2988898.0,3131.7,,2842704.7,3470.6
software/p2106,,2905593.3,2835.8,,2780354.1,3536.0
software/pati,,2925145.9,3033.2,,2809383.2,3439.2
software/pc_i82544,,2962666.6,2534.6,,2829323.4,3284.0
software/pc_i82559,,2962650.8,2484.3,,2830996.4,3452.5
software/pc_rltk8139,,2981674.0,2594.4,,2835648.8,3330.0
software/pc_usb_d12,,2990605.1,2891.1,,2852646.5,3532.5
software/pc_vmWare,,2952266.8,2387.4,,2822571.4,3349.0
software/phycore,,2965165.9,2659.6,,2835458.2,3449.4
software/phycore229x,,3089674.0,2114.6,,2916664.9,3471.7
software/picasso,,2902303.1,2607.8,,2777075.1,3475.5
software/pid,,2853528.7,2551.8,,2730219.6,3515.2
software/prpmc1100,,2840663.1,2669.4,,2724677.2,3486.3
software/psim,,2765117.7,2418.6,,2653033.4,3511.1
software/rattler,,3132010.0,2495.1,,2991981.3,3500.9
software/ref4955,,2841639.0,3009.0,,2720223.1,3537.6
software/refidt334,,3001931.2,2617.8,,2864432.1,3408.9
software/sa1100mm,,2840802.9,2211.2,,2726636.2,3341.1
software/sam7ex256,,3044551.0,2942.8,,2894485.5,3463.5
software/se7751,,3009405.6,2992.8,,2874062.7,3502.0
software/sh4_202_md,,2942775.3,2498.1,,2800712.5,3394.4
software/sh7708,,2892745.1,2597.2,,2745783.5,3503.0
software/skmb91302,,2850469.8,2369.5,,2728010.1,3550.3
software/sleb,,2784806.1,2431.2,,2676861.1,3534.7
software/smdk2410,,2936225.1,2589.4,,2796890.6,3513.9
software/snds,,2842834.7,2624.3,,2714983.9,3528.8
software/sparc_erc32,,2735165.2,2379.8,,2623373.5,3367.0
software/sparc_leon,,2735053.3,2290.3,,2626635.2,3541.8
software/sparclite_sim,,2734984.7,2361.8,,2627037.8,3368.7
software/stb,,2929384.9,2256.8,,2804805.1,3422.8
software/stdeval1,,2782096.1,2676.9,,2665796.2,3522.1
software/stm3210e_eval,,2975113.7,2292.0,,2852170.5,3502.7
software/toybox,,437473.9,808.4,,437447.2,1462.7
software/ts1000,,3073917.3,2704.0,,2944707.6,3349.9
software/ts6,,2935499.0,2483.7,,2806112.1,3559.2
software/tx39_sim,,2747546.0,1977.5,,2639982.8,3325.0
software/uClinux,,1515000.0,<1,,1515000.0,<1
software/uClinux-config,,13000103.0,1610.9,,12593411.2,1672.7
software/uE250,,2904954.1,2109.7,,2768921.5,3407.6
software/vads,,2935512.7,2485.1,,2806061.8,3517.9
software/viper,,3077528.1,2898.8,,2939102.6,3516.6
software/vrc4373,,2910287.9,2481.8,,2791081.7,3368.4
software/vrc4375,,2964555.2,2568.0,,2829961.5,3555.1
